번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
15276,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320174830021087500017,20171016,,1,영업/정상,13,영업중,,,,,061-334-1701,,,,전라남도 나주시 산포면 산포로 456,58214,CU 나주산포중앙점,2.0171E+13,I,2018/08/31 23:59,,181974.7562,171058.2312,80,,
15277,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320134940017087500004,20180130,,1,영업/정상,13,영업중,,,,,,,526897,전라남도 영암군 삼호읍 용앙리 172번지 3호 외2필지,전라남도 영암군 삼호읍 삼호중앙로 202,58458,미니스톱삼호주공점,2.01802E+13,I,2018/08/31 23:59,,151643.7421,138629.17,66.11,,
15278,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320134940017087500005,20130205,,1,영업/정상,13,영업중,,,,,462-1561,,526892,전라남도 영암군 삼호읍 난전리 1685번지 39호,전라남도 영암군 삼호읍 대불로 753,58448,씨유 대불항점,2.02204E+13,U,2022/04/13 2:40,,147570.3851,142055.1777,165,,
15279,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320184830021087500002,20180109,,1,영업/정상,13,영업중,,,,,070-4103-0176,,,전라남도 나주시 빛가람동 288번지 7호,"전라남도 나주시 그린로 351, 110호 (빛가람동)",58325,포시즌마트 빛가람 희망로또,2.01801E+13,I,2018/08/31 23:59,,181114.9533,168792.7322,39.32,,
15280,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320184830021087500005,20180521,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 144번지 2호,"전라남도 나주시 석전1길 13, 1층 (빛가람동)",58321,CU 나주우미점,2.01805E+13,I,2018/08/31 23:59,,179731.705,169641.285,110,,
15281,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320184830021087500006,20180621,,1,영업/정상,13,영업중,,,,,061-334-9291,,,전라남도 나주시 빛가람동 200번지 중흥s클래스 메가티움 2차,"전라남도 나주시 상야3길 8, 중흥s클래스 메가티움 2차 1층 130호 (빛가람동)",58217,GS25 나주메가티움,2.01806E+13,I,2018/08/31 23:59,,180794.6302,169351.3293,,,
15282,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500017,20121108,,1,영업/정상,13,영업중,,,,,,,550040,전라남도 여수시 종화동 462번지 1호,전라남도 여수시 하멜로 64-1 (종화동),59746,미니스톱 여수해양공원점,2.01307E+13,I,2018/08/31 23:59,,268268.5831,137981.7729,1,,
15283,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500022,20121109,,1,영업/정상,13,영업중,,,,,,,556811,전라남도 여수시 소라면 죽림리 1139번지 2호,전라남도 여수시 소라면 죽림로 73,59655,GS죽림호반점,2.01609E+13,I,2018/08/31 23:59,,258181.7457,141003.5271,1,,
15284,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500026,20121109,,1,영업/정상,13,영업중,,,,,,,550260,전라남도 여수시 여서동 490번지 9호,전라남도 여수시 대치3길 6 (여서동),59705,세븐일레븐 여수현대점,2.01709E+13,I,2018/08/31 23:59,,263962.1787,139015.1716,1,,
15285,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500032,20121109,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 안산동 438-1,"전라남도 여수시 도원로 172, 1층 (안산동)",59662,GS25 도원중앙점,2.0211E+13,U,2021/10/29 2:40,,259453.2995,140432.6015,1,,
15286,안전상비의약품 판매업소,01_01_05_P,4990000,PHMH320174990020087500002,20170712,,1,영업/정상,13,영업중,,,,,,,,,전라남도 완도군 노화읍 이포길 3,59158,세븐일레븐 완도노화점,2.01807E+13,I,2018/08/31 23:59,,,,,,
15287,안전상비의약품 판매업소,01_01_05_P,4990000,PHMH320174990020087500003,20180712,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 완도군 소안면 소안로 225, 1층",59165,세븐일레븐 완도소안도점,2.02107E+13,U,2021/07/17 2:40,,,,0,,
15288,안전상비의약품 판매업소,01_01_05_P,4990000,PHMH320124990020087500004,20121109,,1,영업/정상,13,영업중,,,,,554-8289,,,,전라남도 완도군 완도읍 개포로 11-15,59120,미니스톱완도읍내점,2.02102E+13,U,2021/02/03 2:40,,,,,,
15289,안전상비의약품 판매업소,01_01_05_P,4990000,PHMH320124990020087500005,20121109,,1,영업/정상,13,영업중,,,,,555-5455,,,,전라남도 완도군 완도읍 중앙길 28-102,537800,씨유완도은성점,2.01506E+13,I,2018/08/31 23:59,,,,,,
15290,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320174930013087500001,20170201,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 해남읍 북부순환로 170 (미니스탑),59023,미니스톱 해남주공점,2.01702E+13,I,2018/08/31 23:59,,162688.8717,119839.7658,100,,
15291,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320174930013087500003,20170330,,1,영업/정상,13,영업중,,,,,061-537-0554,,,,전라남도 해남군 해남읍 해남로 41 (미니스톱),59024,미니스톱 해남우슬점,2.02003E+13,U,2020/04/01 2:40,,164356.8868,119582.3885,82,,
15292,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320174930013087500007,20170619,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 문내면 학동리 1432-9 울돌목기사식당,전라남도 해남군 문내면 관광레저로 53,59004,씨유해남울돌목점,2.02109E+13,U,2021/09/04 2:40,,136555.8044,120067.7516,100,,
15293,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320184930013087500002,20180207,,1,영업/정상,13,영업중,,,,,615347554,,,전라남도 해남군 화산면 방축리 339번지 5호 한일슈퍼,"전라남도 해남군 화산면 해남화산로 1057, 한일슈퍼",59049,GS25 해남화산점,2.01802E+13,I,2018/08/31 23:59,,155352.2159,110492.3019,82,,
15294,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500015,20150625,,1,영업/정상,13,영업중,,,,,,,550210,전라남도 여수시 오림동 390번지,전라남도 여수시 좌수영로 268 (오림동),59715,세븐일레븐여수터미널점,2.01506E+13,I,2018/08/31 23:59,,265580.3855,140219.0245,60,,
15295,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500019,20150804,,1,영업/정상,13,영업중,,,,,061-682-3612,,,전라남도 여수시 화장동 797번지 12호,전라남도 여수시 화산로 117 (화장동),59639,CU여수화장점,2.01508E+13,I,2018/08/31 23:59,,259383.5147,142164.3852,,,
15296,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500021,20150824,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소라면 대포리 626번지,전라남도 여수시 소라면 여순로 142,59609,세븐일레븐 여수소라휴게점,2.01508E+13,I,2018/08/31 23:59,,256825.4599,146781.7176,82.5,,
15297,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500027,20151007,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 신월로 777 (봉산동),59755,세븐일레븐 여수봉강점,2.0151E+13,I,2018/08/31 23:59,,266249,138034,64.41,,
15298,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320115000025087500001,20121114,,1,영업/정상,13,영업중,,,,,,,539802,전라남도 진도군 남동리 777번지 1호,전라남도 진도군 진도읍 남문길 30,58926,CU 진도 중앙점,2.0131E+13,I,2018/08/31 23:59,,132303.6097,109433.6099,,,
15299,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320125000025087500001,20121115,,1,영업/정상,13,영업중,,,,,544-1308,,,,전라남도 진도군 진도읍 옥주길 27-1,58920,GS25 진도 맘모스점,2.0131E+13,I,2018/08/31 23:59,,,,,,
15300,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320125000025087500003,20121114,,1,영업/정상,13,영업중,,,,,542-7686,,,,전라남도 진도군 진도읍 남문길 41,58921,씨유 진도농민후계점,2.0131E+13,I,2018/08/31 23:59,,132282.1012,109572.8888,,,
15301,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500029,20151027,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 무선로 169 (선원동),59640,GS25 여수무선로점,2.0151E+13,I,2018/08/31 23:59,,259731.3701,142083.1389,128,,
15302,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500030,20151029,,1,영업/정상,13,영업중,,,,,061-643-7530,,,,전라남도 여수시 돌산읍 강남8길 33,59769,GS25 여수돌산점,2.01511E+13,I,2018/08/31 23:59,,268604.9936,136054.5842,,,
15303,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320164810029087500001,20160104,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 동문로 1 (중앙동),59736,씨유 여수진남점,2.02101E+13,U,2021/01/23 2:40,,267326.9886,138235.0572,125,,
15304,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320164810029087500002,20160126,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 봉산1로 22 (봉산동),59763,미니스톱 여수봉산점,2.01601E+13,I,2018/08/31 23:59,,266131.0652,137409.5515,,,
15305,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320164810029087500003,20160224,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 대학로 10 (미평동),59624,미니스톱 여수미평점,2.01602E+13,I,2018/08/31 23:59,,264234.824,141616.1287,119,,
15306,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320135000025087500002,20131217,,1,영업/정상,13,영업중,,,,,,,539802,전라남도 진도군 진도읍 남동리 468번지,전라남도 진도군 진도읍 남산로 135,58928,씨유 진도군점,2.0191E+13,U,2019/10/17 2:40,,132276.8771,109066.3568,75.9,,
15307,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320145000025087500001,20140409,,1,영업/정상,13,영업중,,,,,542-5590,,539802,전라남도 진도군 진도읍 남동리 500번지,전라남도 진도군 진도읍 남동1길 45,58921,GS25 진도읍내점,2.02107E+13,U,2021/07/08 2:40,,132262.3404,109489.2876,102,,
15308,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320165000025087500001,20160623,,1,영업/정상,13,영업중,,,,,,,,,전라남도 진도군 임회면 십일시길 47-4,58942,씨유 진도 임회점,2.0191E+13,U,2019/10/17 2:40,,125758.87,101511.8071,33,,
15309,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320175000025087500002,20170530,,1,영업/정상,13,영업중,,,,,,,,,전라남도 진도군 군내면 명량대첩로 11,58900,CU 진도대교점,2.01706E+13,I,2018/08/31 23:59,,136080.1639,119509.6507,79.3,,
15310,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320175000025087500003,20170622,,1,영업/정상,13,영업중,,,,,,,,,전라남도 진도군 임회면 십일시길 32,58942,세븐일레븐 진도임회점,2.02206E+13,U,2022/06/25 2:40,,,,33,,
15311,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320175000025087500004,20170721,,1,영업/정상,13,영업중,,,,,,,,,전라남도 진도군 진도읍 철마길 7-1,58915,미니스톱 진도군청점,2.01707E+13,I,2018/08/31 23:59,,132304.1138,109865.1597,10,,
15312,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320175000025087500005,20170830,,1,영업/정상,13,영업중,,,,,,,,,전라남도 진도군 고군면 진도대로 301,58908,미니스톱 진도지산점,2.01708E+13,I,2018/08/31 23:59,,,,33,,
15313,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320175000025087500006,20171115,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 쌍정리 151번지 6호,전라남도 진도군 진도읍 쌍정1길 10,58926,씨유진도읍점,2.01711E+13,I,2018/08/31 23:59,,132563.2779,109388.4544,85,,
15314,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320185000025087500001,20180405,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 교동리 594번지 8호,전라남도 진도군 진도읍 교동3길 21,58914,CU 진도교동점,2.01804E+13,I,2018/08/31 23:59,,131954.5612,109716.368,3.3,,
15315,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500037,20121109,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 여수시 오동도로 73, 343동 (공화동)",59743,GS25 해양엑스포점,2.01508E+13,I,2018/08/31 23:59,,268623.0971,138598.6113,1,,
15316,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500048,20121112,,1,영업/정상,13,영업중,,,,,,,555110,전라남도 여수시 화장동 796번지 7호,전라남도 여수시 성산3길 21-13 (화장동),59639,씨유 여수사랑점,2.01307E+13,I,2018/08/31 23:59,,259405.8733,142284.7916,1,,
15317,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500055,20121112,,1,영업/정상,13,영업중,,,,,,,550816,전라남도 여수시 문수동 82번지 2호,전라남도 여수시 문수로 151-1 (문수동),59699,미니스톱 문수점,2.01307E+13,I,2018/08/31 23:59,,264898.7694,140147.0466,1,,
15318,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500063,20121112,,1,영업/정상,13,영업중,,,,,061-692-1457,,555280,전라남도 여수시 화치동 11번지 2호,전라남도 여수시 산단중앙로 67 (화치동),59610,미니스톱 여수공단점,2.01402E+13,I,2018/08/31 23:59,,260121.4401,147440.3974,1,,
15319,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500065,20121112,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소라면 죽림리 1229-1,전라남도 여수시 소라면 죽림로 11,59655,GS25 죽림부영점,2.02109E+13,U,2021/09/05 2:40,,258479.7117,140556.5345,1,,
15320,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500067,20121112,,1,영업/정상,13,영업중,,,,,061-662-1036,,550070,전라남도 여수시 관문동 451번지 1호,전라남도 여수시 동문로 62 (관문동),59742,미니스톱 여수관문점,2.01307E+13,I,2018/08/31 23:59,,267778.3393,138456.1935,1,,
15321,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500079,20121113,,1,영업/정상,13,영업중,,,,,,,555803,전라남도 여수시 신기동 117번지 7호,전라남도 여수시 망마로 81 (신기동),59686,미니스톱 여천신기점,2.01907E+13,U,2019/07/14 2:40,,261401.9929,140172.4439,,,
15322,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500084,20121113,,1,영업/정상,13,영업중,,,,,,,550040,전라남도 여수시 종화동 463번지 1호,전라남도 여수시 하멜로 64 (종화동),59746,씨유 해양공원점,2.01309E+13,I,2018/08/31 23:59,,268247.2626,138000.6315,,,
15323,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500085,20121113,,1,영업/정상,13,영업중,,,,,,,555807,전라남도 여수시 학동 30번지 10호,전라남도 여수시 흥국로 45-2 (학동),59679,씨유 여수쌍봉점,2.01309E+13,I,2018/08/31 23:59,,261051.1276,140674.1163,,,
15324,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500089,20121113,,1,영업/정상,13,영업중,,,,,061-651-0093,,550210,전라남도 여수시 오림동 386번지 1호,전라남도 여수시 오림1길 1 (오림동),59715,GS25 여수터미널점,2.01309E+13,I,2018/08/31 23:59,,265476.2695,140217.8296,,,
15325,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320124960017087500002,20121112,,1,영업/정상,13,영업중,,,,,061-324-2078,,525803,전라남도 함평군 함평읍 내교리 135번지,전라남도 함평군 함평읍 광남길 52,57155,CU함평마루점,2.02011E+13,U,2020/12/02 2:40,,156002.1283,173955.243,55,,
15326,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320124960017087500003,20121112,,1,영업/정상,13,영업중,,,,,061-322-7660,,525814,전라남도 함평군 학교면 사거리 657번지 11호,전라남도 함평군 학교면 함영로 504,57162,CU함평학교점,2.01504E+13,I,2018/08/31 23:59,,157317.4918,169381.0576,107,,
15327,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320124960017087500004,20121220,,1,영업/정상,13,영업중,,,,,061-324-5015,,525803,전라남도 함평군 함평읍 내교리 200번지 4호,전라남도 함평군 함평읍 내바람길 33 (내바람길 33),57154,미니스톱 함평나비점,2.02109E+13,U,2021/09/04 2:40,,156191.6201,173885.3252,62.8,,
15328,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320134960017087500001,20130827,,1,영업/정상,13,영업중,,,,,061-323-3751,,525805,전라남도 함평군 함평읍 장교리 산 112번지 13호,전라남도 함평군 함평읍 서해안고속도로 31,57142,함평(무안)휴게소,2.02205E+13,U,2022/05/14 2:40,,152327.3979,174649.0441,58.32,,
15329,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500099,20121115,,1,영업/정상,13,영업중,,,,,,,550100,전라남도 여수시 충무동 524번지 2호,전라남도 여수시 충무로 55 (충무동),59733,세븐일레븐 여수충무점,2.01309E+13,I,2018/08/31 23:59,,266879.659,138336.9441,,,
15330,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500101,20121115,,1,영업/정상,13,영업중,,,,,,,555010,전라남도 여수시 학동 4번지 12호,전라남도 여수시 쌍봉로 29 (학동),59671,GS25 여천점,2.01309E+13,I,2018/08/31 23:59,,260274.8948,141108.1809,,,
15331,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500104,20121115,,1,영업/정상,13,영업중,,,,,061-666-5577,,550803,전라남도 여수시 교동 428번지 1호,전라남도 여수시 중앙로 55-1 (교동),59736,세븐일레븐 여수교동점,2.01703E+13,I,2018/08/31 23:59,,267133.1096,138229.5326,,,
15332,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500105,20121115,,1,영업/정상,13,영업중,,,,,061-641-9272,,550180,전라남도 여수시 국동 543번지,전라남도 여수시 신월로 688 (국동),59761,세븐일레븐 여수국동대주점,2.01607E+13,I,2018/08/31 23:59,,265776.5402,137279.4728,,,
15333,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500109,20121115,,1,영업/정상,13,영업중,,,,,061-682-4213,,555809,전라남도 여수시 학동 85번지 32호,전라남도 여수시 시청동5길 9 (학동),59689,세븐일레븐 여수학동2호점,2.01607E+13,I,2018/08/31 23:59,,260961.1164,140226.169,,,
15334,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320154960017087500001,20121112,,1,영업/정상,13,영업중,,,,,061-324-6920,,525803,전라남도 함평군 함평읍 내교리 183번지,전라남도 함평군 함평읍 중앙길 45,57153,미니스톱 함평점,2.01504E+13,I,2018/08/31 23:59,,156416.9142,173763.0716,19.8,,
15335,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320164960017087500001,20161031,,1,영업/정상,13,영업중,,,,,,,,,전라남도 함평군 월야면 밀재로 1527-3,57124,GS25함평월야점,2.02111E+13,U,2021/11/10 2:40,,,,99.3,,
15336,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320125010026087500003,20121112,,1,영업/정상,13,영업중,,,,,061-275-4006,,535802,전라남도 신안군 지도읍 읍내리 293번지 1호,전라남도 신안군 지도읍 해제지도로 1242,58813,CU신안지도점,2.01312E+13,I,2018/08/31 23:59,,127942.7691,173668.2775,115,,
15337,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320155010026087500002,20151105,,1,영업/정상,13,영업중,,,,,,,,,전라남도 신안군 안좌면 중부로 821,58839,CU 신안안좌점,2.01511E+13,I,2018/08/31 23:59,,119946.0353,139615.2419,3.3,,
15338,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320175010026087500001,20170224,,1,영업/정상,13,영업중,,,,,612719889,,,전라남도 신안군 압해읍 학교리 620번지 1호,전라남도 신안군 압해읍 압해로 866,58824,CU 압해점,2.01803E+13,I,2018/08/31 23:59,,137230.0712,152019.946,102,,
15339,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500114,20121206,,1,영업/정상,13,영업중,,,,,061-686-6654,,555290,전라남도 여수시 월하동 1164번지 4호,전라남도 여수시 여수산단로 283 (월하동),59616,GS25 여수산단로점,2.01309E+13,I,2018/08/31 23:59,,261107.794,145652.5515,,,
15340,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500034,20130912,,1,영업/정상,13,영업중,,,,,,,550200,전라남도 여수시 문수동 187번지 6호,전라남도 여수시 문수로 43 (문수동),59703,미니스톱 문수제일점,2.0131E+13,I,2018/08/31 23:59,,264071.3,139523.4113,,,
15341,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320175010026087500003,20171108,,1,영업/정상,13,영업중,,,,,,,,전라남도 신안군 신의면 상태동리 산 149번지 25호,전라남도 신안군 신의면 신의로 608,58857,씨유신안신의점,2.01711E+13,I,2018/08/31 23:59,,116121.7362,120647.5575,3.3,,
15342,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500042,20131203,,1,영업/정상,13,영업중,,,,,061-664-0777,,550060,전라남도 여수시 중앙동 803번지,전라남도 여수시 중앙로 72-13 (중앙동),59735,팝스토어 이순신광장점,2.01312E+13,I,2018/08/31 23:59,,267279.8834,138134.2891,,,
15343,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500121,20121224,,1,영업/정상,13,영업중,,,,,061-681-3916,,555070,전라남도 여수시 웅천동 1695번지 3호,전라남도 여수시 예울마루로 37-16 (웅천동),59691,씨유여수웅천점,2.01511E+13,I,2018/08/31 23:59,,261361.7223,138914.3769,,,
15344,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500124,20121228,,1,영업/정상,13,영업중,,,,,061-651-7999,,550240,전라남도 여수시 미평동 668번지 1호,전라남도 여수시 만성로 84 (미평동),59629,GS25 여수미평점,2.01512E+13,I,2018/08/31 23:59,,264469.351,141559.3986,,,
15345,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320144930013087500003,20141103,,1,영업/정상,13,영업중,,,,,537-2202,,,,전라남도 해남군 해남읍 남부순환로 138,59042,씨유해남남부점,2.01411E+13,I,2018/08/31 23:59,,162920.1646,118661.7246,88,,
15346,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500127,20121231,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 여문2로 61 (문수동),59703,미니스톱 문수부영점,2.0131E+13,I,2018/08/31 23:59,,263314.5451,139816.9127,,,
15347,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500004,20130730,,1,영업/정상,13,영업중,,,,,,,555801,전라남도 여수시 선원동 1256번지 7호,전라남도 여수시 무선3길 16 (선원동),59641,미니스톱 무선남양점,2.01308E+13,I,2018/08/31 23:59,,259678.1758,141601.8775,,,
15348,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500005,20130801,,1,영업/정상,13,영업중,,,,,,,555809,전라남도 여수시 학동 177번지 6호,전라남도 여수시 시청동3길 32 (학동),59689,미니스톱 여천학동점,2.01308E+13,I,2018/08/31 23:59,,260753.8787,140102.7022,,,
15349,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500007,20130809,,1,영업/정상,13,영업중,,,,,,,550070,전라남도 여수시 관문동 451번지 1호,전라남도 여수시 동문로 62 (관문동),59742,미니스톱 여수관문점,2.01308E+13,I,2018/08/31 23:59,,267778.3393,138456.1935,,,
15350,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500011,20140508,,1,영업/정상,13,영업중,,,,,,,550240,전라남도 여수시 미평동 683번지 11호,전라남도 여수시 미평10길 30 (미평동),59629,GS25미평원룸점,2.01608E+13,I,2018/08/31 23:59,,264590.8811,141292.7902,,,
15351,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500013,20140515,,1,영업/정상,13,영업중,,,,,061-651-7669,,,,전라남도 여수시 여문문화1길 16 (여서동),59713,GS25 여수 여문,2.01405E+13,I,2018/08/31 23:59,,264513.5543,139707.5321,,,
15352,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500016,20140618,,1,영업/정상,13,영업중,,,,,061-662-6111,,550020,전라남도 여수시 공화동 1054번지 1호,전라남도 여수시 공화남2길 20 (공화동),59743,코리아세븐여수샹보르호텔점,2.01406E+13,I,2018/08/31 23:59,,267907.9962,138729.0751,,,
15353,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500014,20130912,,1,영업/정상,13,영업중,,,,,,,550818,전라남도 여수시 봉산동 263번지 1호,전라남도 여수시 봉산1로 32 (봉산동),59763,미니스톱 봉산어항점,2.01701E+13,I,2018/08/31 23:59,,266186.775,137505.7907,,,
15354,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500019,20130124,,1,영업/정상,13,영업중,,,,,061-682-6567,,,,전라남도 여수시 화양면 화동로 155-3,59779,화동 할인마트 나들가게,2.0131E+13,I,2018/08/31 23:59,,254526.1922,132111.2232,,,
15355,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320134810029087500024,20130311,,1,영업/정상,13,영업중,,,,,061-655-4044,,,,전라남도 여수시 여문2로 86 (문수동),59703,CU 여수여문로점,2.0131E+13,I,2018/08/31 23:59,,263499.9842,139772.6358,,,
15356,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500017,20140619,,1,영업/정상,13,영업중,,,,,682-3919,,,,전라남도 여수시 시청동1길 29 (학동),59689,GS25센트럴점,2.01406E+13,I,2018/08/31 23:59,,260709.9376,140480.3505,,,
15357,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500018,20140623,,1,영업/정상,13,영업중,,,,,652-9411,,550200,전라남도 여수시 문수동 162번지 8호,전라남도 여수시 여문1로 73 (문수동),59702,그린25원앙점,2.01406E+13,I,2018/08/31 23:59,,264268.434,139812.5021,,,
15358,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500025,20140902,,1,영업/정상,13,영업중,,,,,,,555801,전라남도 여수시 선원동 1250번지 16호,전라남도 여수시 무선중앙로 83 (선원동),59640,CU남양점,2.01409E+13,I,2018/08/31 23:59,,259709.7495,141775.3063,,,
15359,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320184930013087500003,20180426,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 해남읍 해리 688번지 6호 연세우유,"전라남도 해남군 해남읍 교육청길 41-8, 연세우유",59038,세븐일레븐 해남소방서점,2.01804E+13,I,2018/08/31 23:59,,163976.5148,118829.516,,,
15360,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320154930013087500002,20150416,,1,영업/정상,13,영업중,,,,,532-1677,,,,전라남도 해남군 화원면 금평길 8,59002,세븐일레븐 해남화원점,2.01504E+13,I,2018/08/31 23:59,,138380.2388,130255.6856,60,,
15361,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320154930013087500003,20150429,,1,영업/정상,13,영업중,,,,,532-1007,,,,전라남도 해남군 문내면 동영길 26,59004,씨유해남우수영점,2.01504E+13,I,2018/08/31 23:59,,136862.1569,122335.8002,82,,
15362,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320154930013087500004,20150813,,1,영업/정상,13,영업중,,,,,532-9074,,,,전라남도 해남군 산이면 비석길 97 (한솔비디오편의점),59011,세븐일레븐 해남산이점,2.01508E+13,I,2018/08/31 23:59,,149314.4923,127446.3918,58,,
