fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"1216",,,,,,,,,,,,,,,,,,,,,35.0158711,126.5382321,,,,,,,,,백학,전라남도 함평군 학교면 큰동네길 88-4,061-322-6244,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1217",,,,,,,,,,,,,,,,,,,,,35.0101977,126.5364148,,,,,,,,,이암,전라남도 함평군 학교면 중천포로 20,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,13
"1218",,,,,,,,,,,,,,,,,,,,,35.015673,126.5490669,,,,,,,,,영화촌,전라남도 함평군 학교면 영화촌길 9,061-323-6644,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1219",,,,,,,,,,,,,,,,,,,,,35.0125634,126.5352628,,,,,,,,,신학,전라남도 함평군 학교면 학다리길 224,061-322-6170,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,15
"1220",,,,,,,,,,,,,,,,,,,,,35.0175152,126.5373362,,,,,,,,,쌍교,전라남도 함평군 학교면 학다리길 336-10,061-322-6566,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1221",,,,,,,,,,,,,,,,,,,,,35.0177883,126.5371155,,,,,,,,,학교중앙,전라남도 함평군 학교면 학다리길 336-12,061-322-6309,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1222",,,,,,,,,,,,,,,,,,,,,35.0152467,126.5364541,,,,,,,,,학교6리,전라남도 함평군 학교면 학다리길 289,061-322-7855,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1223",,,,,,,,,,,,,,,,,,,,,35.0120059,126.5399388,,,,,,,,,회춘동,전라남도 함평군 학교면 회춘동길 2-1,061-322-6423,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,17
"1224",,,,,,,,,,,,,,,,,,,,,35.0169937,126.5390865,,,,,,,,,달배기,전라남도 함평군 학교면 닻빼기길 26,061-322-6090,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1225",,,,,,,,,,,,,,,,,,,,,35.0260159,126.5373382,,,,,,,,,명암,전라남도 함평군 학교면 학교길 119,061-322-6602,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1226",,,,,,,,,,,,,,,,,,,,,35.0305972,126.534848,,,,,,,,,경화,전라남도 함평군 학교면 경화동길 14-16,061-322-6626,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1227",,,,,,,,,,,,,,,,,,,,,35.0342614,126.5365009,,,,,,,,,율동,전라남도 함평군 학교면 율동길 19,061-322-6640,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,21
"1228",,,,,,,,,,,,,,,,,,,,,35.0228576,126.5334543,,,,,,,,,사거3,전라남도 함평군 학교면 사거리길 35,061-322-3834,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1229",,,,,,,,,,,,,,,,,,,,,35.0257875,126.5322317,,,,,,,,,청정,전라남도 함평군 학교면 사거리길 103,061-322-6368,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1230",,,,,,,,,,,,,,,,,,,,,35.0435953,126.5395994,,,,,,,,,송산,전라남도 함평군 학교면 송산길 56-2,061-322-1304,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,16
"1231",,,,,,,,,,,,,,,,,,,,,35.0420543,126.5426221,,,,,,,,,송정,전라남도 함평군 학교면 학교월산길 84-1,061-322-1315,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,16
"1232",,,,,,,,,,,,,,,,,,,,,35.0437548,126.538552,,,,,,,,,학교문화마을,전라남도 함평군 학교면 송산길 46,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,16
"1233",,,,,,,,,,,,,,,,,,,,,35.0468164,126.5368754,,,,,,,,,신흥동,전라남도 함평군 학교면 신흥동길 30,061-322-9736,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1234",,,,,,,,,,,,,,,,,,,,,35.0530027,126.5382492,,,,,,,,,화산,전라남도 함평군 학교면 학교화산길 53-5,061-322-1922,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1235",,,,,,,,,,,,,,,,,,,,,35.0372167,126.5453283,,,,,,,,,월봉,전라남도 함평군 학교면 학교월봉길 79,061-322-6083,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1236",,,,,,,,,,,,,,,,,,,,,35.027918,126.5508755,,,,,,,,,정자동,전라남도 함평군 학교면 정자동길 24-4,061-323-6703,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,5
"1237",,,,,,,,,,,,,,,,,,,,,35.0370051,126.551297,,,,,,,,,덕산,전라남도 함평군 학교면 덕산길 5-5,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1238",,,,,,,,,,,,,,,,,,,,,35.0173567,126.5645207,,,,,,,,,선암,전라남도 함평군 학교면 선암길 20-2,061-322-6926,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,3
"1239",,,,,,,,,,,,,,,,,,,,,35.022335,126.545833,,,,,,,,,둔기,전라남도 함평군 학교면 둔기길 65,061-322-6331,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1240",,,,,,,,,,,,,,,,,,,,,35.0367407,126.5659111,,,,,,,,,호암,전라남도 함평군 학교면 학교호암길 9-6,061-322-6280,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1241",,,,,,,,,,,,,,,,,,,,,35.0452264,126.5571942,,,,,,,,,청수원,전라남도 함평군 학교면 청수원길 24-6,061-322-7897,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1242",,,,,,,,,,,,,,,,,,,,,35.0476763,126.5540975,,,,,,,,,신기,전라남도 함평군 학교면 학교신기길 9,061-322-7967,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,14
"1243",,,,,,,,,,,,,,,,,,,,,35.0565443,126.5487761,,,,,,,,,표산,전라남도 함평군 학교면 표산길 36-5,061-322-3290,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
